code,description,title
CS119,"The dissertation presents the notion of slavery and colonialism as driving considerations that have been used to push the narrative that defines who and what the black man is in the Caribbean. In the case of Frantz Fanon, the Caribbean man is an entity that is synonymous with a non-being, Sylvia Wynter envisioned and projected the self as an epistemological imperative that should be revisited starting from 1492, Marcus Garvey implied that the black man was in a preparatory state of repatriation to Africa, and C. L. R. James projected the black man as an entity destined to undergo a revolution. These various characterizations of the post-colonial self assert that the self encountered damage during its sojourn, and therefore, they engage understanding the self from its material status at the expense of its immaterial component. This interaction represents only a partial understanding of the self. On the contrary, this dissertation argues that the composite elements of matter and spirit in the structure of human beings are the primary pillars of references that should be engaged to achieve a holistic understanding of the post-colonial self. This will be done by dovetailing the predicative, and anatomical narratives characterizing Caribbean and Western philosophy. This holistic immersion into the theoretical and conceptual framework of the self amplifies the structural understanding of who and what a human being is. In this sense, focus will be placed on the functionality of the soul/spirit in the bodies of human beings and its inextricable connection to the themes that we engage in the Caribbean. The aim, methodology, and results of this research are inextricably fused on the basis that they exhibit compatibility with the self where the engine of consciousness resides. The archival approach contained the data with the conceptual structure of the post-colonial self that writers have used to construct the nature of the Caribbean man. This undertaking involved a systematic interrogation and analysis of extant work of scholars from the region.
Keywords: Post-colonial self; metaphysical dualism; consciousness; identities; predicative and anatomical discourses; language usage theories; human beings.",Consciousness in Human Beings: A Metaphysical Engagement with the Post-Colonial Self
CS120,"This study investigates the intersecting socio-economic vulnerabilities that shaped household-level impacts and recovery experiences following Hurricane Dorian in The Bahamas. Focusing on Abaco and Grand Bahama, the research examines how income, housing conditions, preparedness, and access to institutional support influenced different levels of damage and impact. It responds to gaps in disaggregated vulnerability data that often undermine disaster planning and recovery in Small Island Developing States (SIDS). Using a convergent mixedmethods approach, the study combines quantitative household survey data with qualitative interviews from humanitarian responders and agency representatives. Logistic regression identified flood exposure, preparedness, income, and household structure as significant predictors of impact. Qualitative findings revealed structural gaps in governance, gendered barriers to resilience, and limited psychosocial support during recovery. The study concludes that resilience planning must integrate social vulnerability indicators and community-specific data. Findings inform policy and programming for disaster risk reduction, climate resilience, and equitable recovery in The Bahamas.
Keywords: social vulnerability, disaster resilience, Hurricane Dorian, socioeconomic impact, Caribbean SIDS",Intersecting Vulnerabilities and Socio-Economic Drivers of Household Impact in Post-Hurricane Dorian Bahamas
CS121,"Chronic food insecurity persists across Caribbean Small Island Developing States (SIDS) because of structural vulnerabilities, heavy food-import dependence, and volatility in global markets. This study quantifies the macro-level drivers of chronic food insecurity in ten Caribbean SIDS from 2001 to 2021, proxied by the prevalence of undernourishment. A balanced panel comprising GDP per capita, domestic food production, inflation, food import value, globalization, and access to financial institutions. Fixed and Random Effects models were first estimated; Hausman and Breusch Pagan diagnostics favored a Random Effects specification. Autocorrelation detected by the Wooldridge test was corrected using Random-Effects Generalized Least Squares with an AR(1) structure. Results indicate that income, stronger domestic food output, globalization, and access to finance significantly reduce undernourishment within the region, whereas inflation and food imports increases it, though their coefficients lack statistical significance. Policymakers should foster inclusive income growth, revitalize domestic agriculture, expand banking services, and build buffers against external shocks to strengthen food-system resilience. Ultimately, addressing chronic food insecurity in Caribbean SIDS requires a coordinated, multisectoral strategy that strengthens economic and institutional resilience while strengthening local food systems.
Keywords: Chronic food insecurity, Caribbean SIDS, Globalization, Financial access, panel analysis.",Understanding the Drivers of Chronic Food Insecurity in Caribbean Small Island Developing States
CS122,"Background: Accurate knowledge about type 2 diabetes and its treatment is an essential component of disease management (Watkins, Drury, Taylor, 1990). Initial management of type 2 diabetes emphasizes lifestyle changes, diet, and oral medications. However, these strategies often lose effectiveness over time due to progressive beta-cell dysfunction, leading many patients to require insulin therapy (Suglo et al., 2022; Haw et al., 2017). Despite insulin s proven efficacy in reducing diabetes complications and lowering morbidity and mortality (Suglo et al., 2022; Taylor et al., 2017), initiation and adherence remain low. This delay is frequently attributed to psychological insulin resistance, a complex set of negative beliefs, emotions, and attitudes toward insulin use (Jang et al., 2021; Polonsky et al., 2019). Psychological insulin resistance encompasses fear of injections, perceived loss of autonomy, stigma, and feelings of personal failure (Holloway et al., 2021; Ellis et al., 2018). Consequently, persons with type 2 diabetes often delay insulin use, prolong exposure to uncontrolled hyperglycemia and increase their risk for preventable complications. Understanding and addressing psychological insulin resistance within the Trinidadian context is essential to improve type 2 diabetes management outcomes and develop holistic care models that integrate psychological and cultural dimensions alongside biomedical treatment.
Objective: This study aims to determine the prevalence of psychological insulin resistance and identify the dominant attitudes that contribute to psychological insulin resistance within the Trinidad context. Additionally, the findings of this study can assist healthcare professionals in addressing patients specific negative attitudes towards insulin use with tailored type 2 diabetes educational and supportive interventions strategies. Furthermore, the study aims to examine differences in psychological insulin resistance among insulin-dependent and insulin-na ve persons with type 2 diabetes and to identify any gender and ethnic group difference. The study s findings are intended to guide more personalized and effective interventions to improve insulin use among persons with type 2 diabetes in Trinidad.
Design and Methods: 278 persons with type 2 diabetes attending outpatient diabetes clinic at Port-of-Spain General Hospital, Eric Williams Medical Science Complex, San Fernando General Hospital and Sangre Grande General Hospital on designated clinic days for their routine appointment were survey in this study. Data was collected using a self-administered questionnaire obtaining information about participants age, gender, ethnicity, occupation, duration of diabetes diagnosis, type of diabetes medication and duration of use, use of alcohol and or cigarettes, present glucose levels, weight and height. Misconceptions of insulin treatment was determined using the Insulin Treatment Appraisal Scale (Snoek, Skovlund & Pouwe, 2007). Descriptive and frequency statistics, one-way ANOVA and independent sample t-test were used to analyse the data.
Results: 96% of the population had negative attitudes towards insulin treatment. Specifically, 75% of participants reported that insulin use caused increased concern by family and friends, 58% believed that insulin use signified a worsening of their condition, 55% felt that insulin use indicated a personal failure to manage their type 2 diabetes, and 51% expressed concerns about the risk of hypoglycemia. The average duration of type 2 diabetes diagnosis was approximately 12 years (M = 12, SD = 9.7), with the majority of participants (54%) on oral medication, 27% on both insulin and oral medication, and 18% on insulin therapy only. The average duration of the participants  treatment regimen was 12 years (M = 12, SD = 12.6). A one-way ANOVA indicated that oral medication users had higher levels of psychological insulin resistance than those using insulin alone or in combination with oral medication. Type 2 diabetes medication explained 9% of the variance of psychological insulin resistance. An independent sample ttest showed a non-significant difference in score for males (M = 57.52, SD = 10.20) and female with type 2 diabetes (M = 56.62, SD = 10.07) with regards to psychological insulin resistance (t (276) = .70, p = .49. A one-way ANOVA indicated only 2% of the variance of psychological insulin resistance is due the ethnic background of persons with type 2 diabetes. AfroTrinidadians, Indo-Trinidadians and Mixed persons with type 2 diabetes did not differ significantly in psychological insulin resistance.
Conclusions: In summary, this study identified an unusually high prevalence of psychological insulin resistance among persons with type 2 diabetes in Trinidad, exceeding the rates typically reported in existing literature. This elevated resistance is primarily attributed to the widespread endorsement of negative beliefs about insulin use. Although participants acknowledged the clinical benefits of insulin, they were not sufficient to overcome deeply held fears and misconceptions about insulin use. In contrast to prior studies, this study uniquely highlights that this sample of participants  negative attitudes were more deeply rooted in sociocultural and symbolic concerns. Notably, gender and ethnicity were not significantly associated with PIR, suggesting that these barriers cut across demographic subgroups within the population. Initiating insulin can be an overwhelming adjustment. Initiating insulin can be an overwhelming adjustment. Practical demonstrations and workshopsthat address the emotional, social, and cultural barriers contributing to psychological insulin resistance, should include sessions on understanding the progressive nature of type 2 diabetes and the clinical necessity of insulin, and discussions to challenge the belief that insulin use reflects personal failure or disease progression. Workshops should also offer strategies for managing family and social concerns, promote confidence in self-management, and provide culturally sensitive education that empowers persons with type 2 diabetes to view insulin as a tool for improved health rather than a sign of decline. These interventions can help reduce negative attitudes and support timely, effective self-management among persons with type 2 diabetes in Trinidad.
Keywords: psychological insulin resistance, type 2 diabetes, insulin therapy, health beliefs, insulin use misconceptions.",Psychological Insulin Resistance among persons with Type 2 Diabetes in Trinidad
CS123,"The purpose of tertiary institutions is to provide pathways of education for knowledge and skills development for functioning in the workforce. An institution s success depends on the diversification of programmes to meet the changing needs of the workforce. The dearth of variation in regional and local programmes demonstrates a lack of responsiveness from local and regional tertiary institutions to adjust to economic shifts and meet prescribed sustainable development goals. Furthermore, literature offers mainly the perspectives of students in this context mostly outside of Anguilla and the Caribbean. There is a gap in identifying the perspectives of industry partners and graduates, who are most impacted by programme diversification.
This study explored the perspectives of graduates and industry partners on programme diversification in a tertiary institution in Anguilla from 2019-2023. A qualitative case study with 16 participants was conducted featuring the Connectivism Learning Theory. It was concluded that trends in programme diversification were heavily dependent on industry changes and needs. Most industry partners and some graduates perceive current programmes and degrees as misaligned with the career goals and industry needs. These findings further prove that changes in the environment accordingly require a change in pedagogy. 
Keywords: Programme diversification; perspective on tertiary education; Anguilla tertiary institutions; Connectivism Learning Theory, Caribbean studies; Caribbean university",An Exploration of Perspectives on Programme Diversification in a Tertiary Institution in Anguilla 2019-2023
CS124,"Traditionally food was mainly consumed at home, however literature shows a global rise in consumption of foods purchased away from home. Street foods are readyto-eat foods sold by street vendors, typically high in fat, sugar and salt and low in micronutrients. The food environment inherently influences consumer diets. While healthy diets help protect against over- and under-nutrition, an unhealthy diet contributes to non-communicable diseases.
This study aims to characterize (quantity, type and spatial distribution of vendors and nutritional profile of food) the street food environment of Barbados, in four commercial hubs in Barbados (Bridgetown, Oistins, Six Roads and Warrens). Itinerant and stationary vendors selling ready-to-eat foods were eligible for inclusion and were recruited with the assistance of gatekeepers, snowballing and Google map search.
Field researchers documented available foods via direct observation and informal discussion with vendors and geographical data was collected with KOBO toolbox, a mobile data collection tool. ArcGIS will be utilized for spatial analysis and the NOVA classification and method of cooking will be used to assess nutritional profile.
This research will provide a profile of the street food density and types in Barbados. The data can inform future efforts aimed at promoting healthy food environments.
Key words: Food environment, Street foods, Ultra-processed foods, Barbados",Characterization of the Street Food Environment of Barbados Using Geographical Information Systems: A Research Protocol
CS125,"This paper supports  The Digital Caribbean: Technology, AI and Smart Societies  theme, illustrating that Jamaican cooking shows serve as cultural transmission. Over the past decade, much of the viewership for cooking shows has shifted from traditional media to social media platforms such as YouTube and as far as I am aware, there has been no academic study on cooking shows in the Jamaican context. Therefore, this study attempts the first academic engagement with Jamaican YouTube cooking shows, and the focus is on the content of six Jamaican channels that are dedicated to streaming/posting cookingrelated content. The aim was to use Dell Hymes (1974) Ethnography of Communication to examine linguistic phenomena in selected episodes, and to explain how the interactional socio-linguistics approach, and the principles of pragmatics in Brown & Levinson (2014) politeness theory account for rules of engagement of interlocutors in the cooking shows. Corpus methodology was used to gather data, and a catalogue of fifty (50) hours of cooking video data from six randomly selected channels was created. An AI tool was used to transcribe samples of videos based on the categories- meat, pastry, beverage and porridge, and the findings show that Jamaicans utilize authentic speech including direct address, endearments, cordial language, Jamaican Creole and several varieties of English to project a polite face /self- image and to build their social network on social media. Conclusively, it was observed that high and low prestige language (diglossia) is relaxed on YouTube as the speakers engage in codeswitching without discrimination. The implication is that the attitude towards Jamaican is positive, although more studies can be done about the role of digital media in reducing language discrimination. This study is relevant as a frame of reference for future studies in ethnography of communication and culinary linguistics particularly in the Caribbean.
Keywords: Ethnography of Communication, norms of interaction and interpretation, culinary linguistics, codemixing, AI transcription, multimodal communication",Culturally Speaking: Norms of Interaction and Interpretation in Jamaican YouTube Cooking Shows
CS126,"Due to the increase of trade and distribution of food globally, the impact of food safety has become of significant importance to both manufacturers and consumers, supported by development of private food safety standards outlining safety, quality specifications and requirements for compliance and trade. In emerging food manufacturing companies, implementing food safety standards aims to improve food safety and quality, market access and export opportunities. This study evaluated the current Food Safety Management System of the East Caribbean Group of Companies to determine its conformity to the BRCGS food safety standard. This study was done through a third-party audit format using a modified BRCGS Auditor Checklist and Site Self-Assessment Tool, with focus on the requirements that were relevant to the company. Data and information were collected through photographs, the review of company documents, discussion with employees, and onsite tours of the facility which were facilitated during the preassessment audit undertaken. A HACCP plan was developed which assessed the points of hazard incidence in the wheat milling process and outlined the management system required to control biological, chemical and physical hazards from the manufacturing, storage and distribution inputs in place. The operational prerequisite programmes in place were identified as necessary for safe and quality wheat flour production whilst the two critical control points that eliminate or reduce the hazard of non-wheat material to acceptable levels for further wheat processing was determined. It was determined that there was a 67.6% conformity to BRCGS Standard, a moderate level to the 170 clauses applicable. Identified non-conformances require urgent improvements to be made for certification acquisition inclusive of implementation of quality management systems, and integrated pest and facilities management strategies. For the emerging economies of developing countries, the salience of safe food is underscored by its dual role of sustaining human productivity through nutrition whilst being a revenue generator through local and export procurement. The future of these economies requires innovative strategies for growth and the application of food standards such as BRGCS provides opportunities for global market access. Food Safety Culture and its implementation and maintenance form key components of required for change management and the transformation of food manufacturing business systems, human behaviour and processes needed for commitment and continuous improvement of food safety.
Keywords: Brand Reputation through Compliance Global Standards, CARICOM, Food Safety, Food Safety Audit, Food Safety Management System, HACCP, Private Food Safety Standards, Wheat Flour.",An Evaluation of the Food Safety Management System in a CARICOM Wheat Flour Mill
CS127,"Background: Emerging adulthood (18 29 years) is a critical period for mental health intervention. In Barbados, increasing mental health concerns among this group are met with limited, fragmented services that are not youth-centred.
Aim of the study: To examine the current design and delivery of mental health services for emerging adults in Barbados from stakeholders  perspectives.
Research question: What are stakeholders  perspectives on the design and delivery of mental health services for emerging adults in Barbados?
Design and methods: This qualitative exploratory study, grounded in an interpretivist paradigm, used purposive sampling guided by saturation. A semi-structured interview guide informed by the CDC s socioecological model explored the interplay between individuals and their social environments. Seventeen interviews (30-45 minutes) were conducted (February  June 2025) with stakeholders (clients and providers of public, private, and NGO-based mental health services in Barbados) recruited via governmental and non-overnmental mental healthcare sector gatekeepers. Interviews were conducted in person or via encrypted video conferencing, transcribed verbatim, and analysed using Hamilton s five-step Rapid Qualitative Analysis.
Results: Key findings encompassed participants  views that services seemed primarily designed for older adults and did not incorporate the developmental and socio-cultural realities of emerging adults. Participants described services as unwelcoming and insufficiently youth-focused, with a lack of continuity during transition from child to adult care.
Conclusion: This misalignment underscores the need for youth-centred, integrated, and culturally responsive mental health services.
Keywords: Emerging adults, mental health, mental health service utilisation, help-seeking, user perspectives",A Qualitative Exploration of Stakeholder Perspectives on Mental Health Services for Emerging Adults in Barbados
CS128,"This qualitative study explored gender differences in extracurricular sports participation (ECSA) among secondary school students in Trinidad, factors that impact students  participation and the association between other variables such as socioeconomic status, ethnicity, family size etc. from the perspectives of multiple stakeholders. Data were collected from 14 schools in Trinidad through interviews with four (4) Principals and focus groups with of six (6) Curriculum Officers and ten (10) Physical Education teachers. This study aligns with the theme 'Body in Motion: Health, Sport and Human Performance.' 
The findings revealed a multitude of factors impacting gender differences in ECSA. These included availability of opportunities for participation, student s personal motivation to participate, opportunities to be recognized, parental support, focus on academics, socioeconomic factors, family structure, socialization and to a lesser extent religion. A major finding was that males dominate in extracurricular sports participation over females. Personal safety, transport after games and practice, family structure and economic status were perceived as barriers to participation in ECSA.
The findings of this study provide a wealth of information that can be utilized by educational administrators and policymakers to chart a path forward that can possibly lead to greater participation by both genders in ECSA.
Keywords: extracurricular sporting activities, gender differences, factors influencing participation",Gender Differences in Extracurricular Sports Participation Among Secondary Students in Trinidad: Multiple Stakeholders' Perspective
CS129,"This conceptual paper examines the need for inclusive education reform to transform youth futures within the Jamaican education system, situated within the broader context of the Englishspeaking Caribbean. While national and regional policies increasingly emphasize access, equity, and inclusion, many students particularly those from marginalized, rural, and disadvantaged communities continue to experience curricula and pedagogical practices that inadequately reflect their cultural identities, learning needs, and aspirations.
Drawing on a critical review of Jamaican education policy documents, national curriculum frameworks, and relevant scholarly literature, this paper explores how principles of inclusive education, cultural responsiveness, and equity are articulated at the policy level and the extent to which they align with classroom realities described in existing research and practitioner discourse. The analysis highlights persistent gaps between policy intent and implementation, including limited use of differentiated instruction, continued reliance on traditional pedagogies, and insufficient integration of culturally relevant content across core subject areas.
The paper argues for a reimagined, human-centered curriculum that foregrounds students  strengths, identities, and lived experiences while equipping them with adaptive skills for participation in a globalized world. It further emphasizes that meaningful inclusion extends beyond the classroom, requiring collaboration among educators, families, communities, and policymakers. By focusing on Jamaica as a case, this conceptual discussion contributes to wider Caribbean debates on curriculum reform and inclusive education, offering insights relevant to policymakers, educators, and researchers seeking to build more equitable and socially responsive education systems for youth.
Keywords: inclusive education, Jamaica, curriculum reform, cultural responsiveness, educational equity, conceptual paper",Inclusive Education and Youth Futures: Transforming Caribbean Curriculum for Equity and Cultural Responsiveness
CS130,"Integrating sustainability into rainwater harvesting systems (RWH) is central as Small Island Developing States are faced with vulnerability to water insecurity, a condition further complicated by increasing climatic variability and the prevalence of prolonged droughts. Understanding the multidimensional impacts of water stress at community levels is critical for developing effective adaptation strategies. In this context, rainwater harvesting (RWH) systems have emerged as a practical intervention to address water shortages in remote areas experiencing inadequate access to nationally managed water sources.
This study conducted a Knowledge, Attitudes, and Practices (KAP) assessment across Trinidad to investigate factors influencing RWH acceptance and sustainability. Findings revealed that knowledge of RWH was high (94%), attitudes and practices toward its use were highly positive. Statistical analysis showed no significant links between attitudes and demographic variables. Notably, 78.6% of respondents were willing to adopt alternative water sources because of a lack of consistent national water supply, which remained a major enabler. Economic factors also played a significant role where survey results revealed that approximately 64% of households were willing to invest in minor RWH maintenance activities, such as cleaning tanks and replacing gutters, while 86% expressed concern over the affordability of additional treatment options such as filters or first-flush systems. The findings highlight the need for policymakers and practitioners to adopt integrated RWH strategies that blend robust engineering design, socio-cultural adaptability, and active community participation to strengthen water security and resilience in vulnerable island contexts.
Keywords: Sustainability; rainwater harvesting, innovation, climate resilient and water security",Integrating Sustainability into an Alternate Water Management System of Caribbean SIDS: A Trinidad Case Study
CS131,"The COVID-19 pandemic significantly impacted food security globally and regionally, raising concerns about its effects on rural households in Caribbean Small Island Developing States (SIDS). This study addresses this gap by assessing household dietary diversity (HDD) and associated socioeconomic factors in three rural communities Biche, Plum Mitan, and Ortoire in Southeast Trinidad. Data were collected between July and September 2021 (n = 306 households) using the Household Dietary Diversity Score (HDDS). Dietary diversity was moderate across regions, highest in Plum Mitan (6.6), followed by Biche (5.6), and lowest in Ortoire (5.3). Economic stability influenced HDD: households with government support or secondary income reported more diverse diets. ANOVA and chi-square tests confirmed regional differences in food consumption, while ordinal logistic regression identified region as the strongest predictor of HDD. The pandemic also triggered changes in food purchasing behaviours, with many households shifting to cheaper, less preferred foods amid disruptions in agri-food production. These findings underscore the need for targeted interventions to strengthen local food systems. By highlighting the nutritional vulnerabilities and adaptive responses of rural households, this study contributes to advancing SDG 2 (Zero Hunger), SDG 3 (Good Health and Well-being), and SDG 12 (Responsible Consumption and Production) in the Caribbean.
Keywords: Caribbean, Small Island Developing States, nutrition surveillance, food security, safety nets",Household Dietary Diversity and Associated Socioeconomic Factors: The Case of Three Rural Communities in Southeast Trinidad During COVID-19
CS132,"Over the past two decades, youth migration from the Caribbean has intensified, with large numbers of young adults seeking educational and economic opportunities abroad. While the financial impact of remittances is well established, far less attention has been given to the social and structural consequences for the families and communities left behind. This qualitative study investigates how youth emigration is reshaping family resilience and adaptation in fifteen Caribbean countries, using a cross-sectional quantitative approach that integrates original household survey data with regional migration statistics. Findings reveal that youth migrant households that possess nuclear structures are more likely to report higher economic stability and resilience, while single-parent and extended family households face increased economic vulnerability. Remittance flows remain a critical source of household income, providing essential support for core expenses such as education and healthcare. However, the absence of youth also exposes gaps in public services and places additional emotional and practical burdens on left-behind families. The results highlight the complex, multifaceted impact of youth migration and underscore the need for policies that better support the well-being and adaptation of transnational Caribbean families.
Keywords: Family, resilience, youth, migration, kinship patterns",Ties That Travel: Investigating the Impact of Youth Migration on Caribbean Family Resilience Using Quantitative Methods
CS133,"The study aims to investigate the customer journey in product failure and recovery from an online context by examining the role of  Who , How  and  What  is involved in product failure and recovery and its impact on customer brand attitudes. The recent COVID-19 pandemic has acted as a catalyst for the acceleration of digitalization across industries. As governments worldwide implemented lockdown measures and restricted physical interactions, businesses were forced to find alternative ways to operate and serve their customers. This led to the evolution of the online digital landscape which transformed traditional service encounters to service encounters 2.0. As a result of this shift, there is a need for research to explore how customers react to AI driven services, especially in failure and recovery situations. Therefore, the objective of this research is to determine how do customers  perception of causality following the types of product failure impact customer brand attitudes, and do compensation recovery by VCAs vs HCAs, and types of recovery options on the customers  perceptions of freedom have a moderating effect on that relationship? For the methodology, the study uses hypothetical written scenarios which will manipulate a 2 (Product Failure Types: manufacturer defects, ignoring instructions and warnings) x 2 (Recovery Agent: VCAs, HCAs) x 2 (Recovery Option: Refund, Replacement) between subjects /group factorial design; followed by the conduct of focus groups. Data Analysis Technique includes: MANCOVA, Structural Equations Modelling (AMOS), and Thematic Analysis (NVivo). This paper will make its contribution to the marketing literature by building on a multi-directional connection such as a triadic design (firm-customer-brand). It adds to novelty by contributing insights on the effectiveness of VCAs vs HCAs services. Lastly, the paper will provide recommendations and delve into the managerial implications for businesses.
Key words: Brand Attitudes, Human Chat Agent (HCA), Recovery, Product failures, Virtual Chat Agent (VCA)","Who, How & What! Determinants of Consumer Brand Atitudes Following Product Failure & Recovery: Virtual Chat Agent Vs Human Chat Agent Compensation Recovery!"
CS134,"This study aimed to predict how cognitive and sociocultural factors influence hurricane preparedness (HP) behaviour across five Caribbean countries. It contributes to building resilient Caribbean futures by proposing an evidence-based disaster communication framework to inform preparedness interventions that reduce vulnerability to recurrent hurricane threats.
A 49-item online survey was administered via SurveyMonkey between May 6 and June 6, 2025, across Trinidad and Tobago, Jamaica, Barbados, Dominica, and St. Lucia. Eligible participants (N = 632) were adults aged 18 84. The study integrated Theory of Planned Behaviour (TPB) constructs with additional cognitive and sociocultural constructs to predict hurricane preparedness behaviour.
Findings revealed a mean Caribbean Hurricane Preparedness Index (CHPI) score of 50.0 out of 84, with critical gaps in family emergency planning and structural and financial preparedness. In the best-fitting model, descriptive norms, risk knowledge, perceived behavioural control, and preparedness intention were significant positive predictors of hurricane preparedness, while homeownership status, employment, and income were significant negative predictors. 
Sociocultural factors, namely, prior experience with hurricanes, preparedness message fatigue, and belief in divine control over hurricane safety and survival, were not significant predictors.
By identifying these determinants, risk communicators have a framework to guide the design of persuasive, targeted disaster communication campaigns that motivate and empower communities to perform recommended hurricane preparedness actions.
Key Words: Hurricane preparedness, Theory of Planned Behaviour, risk communication, descriptive norms, risk knowledge, perceived behavioural control.",Determinants of Hurricane Preparedness in the Caribbean: A New Framework for Disaster Communication Interventions
CS135,"Themes: Inclusive and Equitable Education, Areas for Future Research, Contribution to Education Policy to National/Regional Development.
The call for Creoles in education has always been a call for affirming pedagogy  for treating Caribbean cultural and linguistic practices as valuable while enabling students to access dominant cultural and linguistic patterns. Since the Mobility turn and Multilingual turn , Caribbean language use is increasingly described as mixed and multi-normative and there are advocates for new ways of studying and teaching language that reflect how people combine all their languages in everyday life . In this vein, the dominant theory is Translanguaging, which has started framing education and intervention for Caribbean Creole-speakers abroad . However, so far, all Translanguaging theory and practice has been developed outside the region in contexts that deviate from the sociolinguistic complex within the Caribbean .
This paper examines how (or if) the theoretical positions offered by translanguaging account for language use in the Caribbean. It assesses two conceptualizations of Translanguaging: the Unitary perspective and the Integrated Multilingual perspective . Through critical comparative analysis, it appraises how each perspective explains grammaticality judgments, code-switching and cooccurrence restrictions, relating each parameter to how Caribbean variationist sociolinguistics has explained them in the past. It outlines considerations for Caribbean-centered Translanguaging and makes recommendations for future research.
Key Words: Translanguaging; Caribbean Language Education; Creole and Vernacular Studies; Affirming Research.",Tranlanguaging for Creole Education: A Caribbean-Centered Approach
CS136,"Fruits and vegetables, valued for their nutrition and health benefits, may carry postharvest pesticide residues that pose risks to food safety and public health. This study examines consumer awareness and knowledge of the health and environmental effects of pesticide
residues on fruits and vegetables in Trinidad, along with attitudes toward pesticide management strategies. Additionally, it investigates whether demographics and consumption frequency influence their awareness and perception.
A cross-sectional survey of 394 consumers across Trinidad was conducted using a structured questionnaire, and data were analysed using SPSS. Most respondents reported consuming fruits and vegetables frequently. Significant associations were found between education level and pesticide knowledge (p=0.002), and consumption frequency (p=0.014). Urban residents demonstrated greater awareness (p=0.027), and higher knowledge was linked to more frequent intake (p=0.010). Lower-educated respondents expressed less concern about pesticide health effects (p=0.002). Strong support was observed for management strategies (p<0.001), particularly education, regulatory enforcement, continuous monitoring, awareness campaigns, and promotion of organic and Integrated Pest Management (IPM) practices.
This research aligns with the conference theme by addressing critical food safety and public health concerns in the Caribbean and highlights the need for targeted consumer education and IPM policies to ensure safer food systems and improved well-being.
Keywords: pesticide residue, fruits and vegetables, public health, environmental health, Trinidad","Perception and Awareness toward Pesticide Residues on Fruits and Vegetables Among Local Consumers in Trinidad, West Indies"
CS137,"Background   Studies have identified a relationship between UTI and CSF Pleocytosis in infants, with varying prevalence of 11% to 43%. No published studies have assessed this association in infants in the Caribbean, and few international studies assessed this association in infants over 6 months.
Aim and Objectives - We aimed to describe the clinical characteristics of infants 29 days to 12 months admitted to the Bustamante Hospital for Children in Jamaica, from January 1, 2018, to December 31, 2023, with urinary tract infections and determine the prevalence of concomitant sterile CSF pleocytosis.
Methodology: This is a single-centre retrospective study. Ethical approval was obtained. Those fulfilling the inclusion criteria were reviewed and data extracted electronically by Google Forms. Data was analysed using the Statistical Package for the Social Sciences version 29 (SPSS 29.0.0.0). A P-value < 0.05 was considered statistically significant.
Results: 127 patients were identified with UTI. 85.8% were male. The most common presenting symptom was fever (40.9%). Other common symptoms included irritability (35.4%) and decreased appetite/activity (23.6%). Escherichia coli (37.8%) was the most common pathogen, followed by Klebsiella species (28.3%), Proteus species (16.5%) and Enterococcus sp. (12.6%). Of 83 infants who had a lumbar puncture, 26.5% (n=22) had concomitant sterile CSF pleocytosis. Patients in the CSF pleocytosis group had a higher CSF protein count (p=0.024) compared to the non-CSF pleocytosis group.
Conclusion: Those with CSF pleocytosis had higher levels of nonspecific markers, suggesting systemic inflammation . Further studies are needed to determine the relationship between UTI and CSF pleocytosis in our population, enabling informed decisions and protocols for patient care.
Keywords: Urinary tract infection; Cerebrospinal fluid pleocytosis; Infants.",Prevalence and Clinical Characteristics of Infants with Urinary Tract Infection and Concomitant CSF Pleocytosis: A Single-Centre Retrospective Study
CS138,"Maritime exports operations are integral to economic diversification of Trinidad and Tobago (T&T) and other Small Island Developing States (SIDS). Public private partnerships (PPP) have emerged to improve efficiency for large enterprises in maritime services projects in many developing countries. Small and medium-sized enterprises (SMEs) are crucial for economies like T&T, accounting for over 85% of registered firms. Despite government support, challenges such as insufficient funding, bureaucratic inefficiencies, and inadequate technical skills training persist in the maritime services sector. It is less straightforward exploring PPPs  adoption and impact on SMEs  operations performance. The objective is to understand how, and the extent to which SMEs  maritime exports operations depend on strategizing PPP interventions to improve value creation and competitiveness. This paper reports main findings of a recent survey on factors affecting value creation, diversification, and SMEs competitiveness in exporting maritime services in T&T. Data on SMEs  interaction with research institutions, government agencies, industry associations, business networks, and academia were analysed using SPSS V27. Empirical evidence shows that PPP can safeguard governance on capacity building, resource allocation, knowledge sharing, and financing in the sector. Implementing PPPs can foster operations efficiency. This study sheds lights on strategic inter-organisational collaboration between public and private entities for improving SME competitiveness in T&T. Future work will engage SMEs on PPP collaboration through focus group meetings, and guide policymakers on implementation.
Keywords: PPP, value creation, SMEs, maritime services, Trinidad and Tobago",Strategising Public-Private Partnerships in Maritime Export Operations: A Small and Medium-sized Enterprises Perspective in Trinidad and Tobago
